Song,Film,YearMusic Director,Lyricist,Singers
"(आज कल पाँव ज़मीं पर नहीं पड़ते मेरे
 बोलो देखा है कभी तुमने मुझे उड़ते हुए) -2
आज कल पाँव ज़मीं पर नहीं पड़ते मेरे

जब भी थामा है तेरा हाथ तो देखा है -2
लोग कहते हैं के बस हाथ की रेखा है
हमने देखा है दो तक़दीरों को जुड़ते हुए
आज कल पाँव...

नींद सी रहती है, हलका सा नशा रहता है
रात-दिन आँखों में इक चहरा बसा रहता है
पर लगी आँखों को देखा है कभी उड़ते हुए
आज कल पाँव...

जाने क्या होता है हर बात पे कुछ होता है
दिन में कुछ होता है और रात में कुछ होता है
थाम लेना जो कभी देखो हमें उड़ते हुए
आज कल पाँव...

आज कल पाँव ज़मीं पर नहीं पड़ते मेरे

 ",Ghar,1978,R D Burman,Gulzar,Lata
"आज की काली घटा, मस्त-मतवाली घटा 
मुझसे कहती है कि प्यासा है कोई 
कौन प्यासा है, मुझे क्या मालूम 
आज की काली घटा ...

प्यास के नाम से जी डरता है 
इस इल्ज़ाम से जी डरता है 
शौक-ए-बदनाम से जी डरता है 
मीठी नज़रों में समाया है कोई 
क्यों समाया है, मुझे क्या मालूम 
आज की काली घटा ...

प्यासी आँखों में मुहब्बत लेके 
लड़खड़ा जाने की इजाज़त लेके 
मुझसे बेवजह शिकायत लेके 
दिल की दहलीज़ तक आया है कोई 
कौन आया है, मुझे क्या मालूम 
आज की काली घटा ...

कुछ मज़ा आने लगा जीने में 
जाग उठा दर्द कोई सीने में 
मेरे एहसास के आइने में 
इक साया नज़र आता है कोई
किसका साया है, मुझे क्या मालूम 
आज की काली घटा ...

ज़िन्दगी पहले ना थी इतनी हसीन 
और अगर थी तो मुझे याद नहीं 
यही अफ़साना ना बन जाये कहीं 
कुछ निगाहों से सुनाता है कोई 
क्या सुनाता है, मुझे क्या मालूम 
आज की काली घटा ...

 ",Uski Kahani,1966,Kanu Roy,Kaifi Azmi,Geeta
"फ़: आज की मुलाकात बस इतनी, 
कर लेना बातें कल चाहे जितनी 
म: अच्छी नहीं होती है ज़िद इतनी, 
देखो हमें तुमसे है प्रीत कितनी 

फ़: प्यार जो किया है जताते हो क्यूं, 
बात ऐसी होठों पे लाते हो क्यूं 
म: और हम जो पूछें सताते हो क्यूं, 
अभी अभी आये अभी जाते हो क्यूं 

म: कभी कभी ऐसे भी आया करो 
चाँद निकले तो घर जाया करो 
फ़: आयेंगे जायेंगे मरज़ी से हम 
प्यार है तो नाज़ भी उठाया करो 

म: ठहरो मैं दिल को सम्भालूं ज़रा 
पलकों में तुमको छुपा लूं ज़रा 
फ़: समझे ना अब तक मोहब्बत है क्या 
आओ तुम्हे ये भी समझा दूं ज़रा 

 ",Bharosa,1963,Ravi,Rajinder Krishan,"Lata, Mahendra Kapoor"
"(आज की रात 
कोई आने को है रे बाबा रे बाबा रे बाबा 
इन्तज़ार और थोड़ा सा इन्तज़ार
आज की रात 
कोई आने को है रे बाबा
उसे आने तो दे
ओ दिल-ए-बेक़रार
फिर कर लेना 
जी भर के प्यार
शुबु शुबु शुबु शुबु शुबु
शुबु शुबु शुबु शुबु शुबु) 2

ना ना ना ना ना ना
ननना ननना ननना ननना 

तू तो न आया
आया कोई और साजन
मुझे आकर बचाले
तो तू कि तू बचाले
लूटे है मुझको
मेरी जवानी का दुश्मन
कोई कब तक सँभाले
तू तू तू बचाले
बचाले
ऐसा ना हो लुट जाये रे तेरा प्यार

आज की रात ...

आजा अब तो आजा ना
आजा

आज की रात ...

 ",Anamika,1973,R D Burman,Majrooh,Asha
"स: जिसे बनाया खेवनहारा, वही आज कर गया किनारा
    अपना बनाके आज किसीने लूट लिया रे भाग्य हमारा

    आज की रात आज की रात
    चाँदनी अंग में आग लगाये
    चकोरी झर झर नीर बहाये
    आज मेरा चन्दा नहीं है साथ
    आज की रात   ...

उ:  आऽ आ ह हा आ ह हा
    आ ह हा
    आज की रात आज की रात
    मगन मन मन्द मन्द मुस्काये
    चकोरी मन में खिल खिल जाये
    आज मेरा चन्दा है मेरे साथ
    आज की रात   ...

स: बसन्ती ड़ुत नयनो में आज की पावस बन के छाई है
    निराली ये पूनम की रात अमावस बन के आयी है
    किसे नयनन का नीर दिखाऊँ
    किसे मैं मन की पीर बताऊँ
    आज मेरा चन्दा नहीं है साथ
    आज की रात   ...

उ:  आज क्यों बजते सननन छुन
    मेरे पाँव की ये पायल
    नयन में कौन समाया रे
    बिखरने लगा मेरा काजल
    आज मैं गीत प्रीत के गाऊँ
    कभी शरमाऊँ, कभी मुसकाऊँ
    आज मेरा चन्दा है मेरे साथ
    आज की रात ...


 ",Kavi Kaalidaas,1959,S N Tripathi,Bharat Vyas,"Usha, Sabita Banerjee"
 ,Nai Umar Ki Nai Fasal,1965,Roshan,Neeraj,"Rafi / Rafi, Asha"
"(आज की रात, है बस जलवा दिखाने के लिये
आज की रात नहीं, रूठ के जाने के लिये)-2
आज की रात

(अपने हाथों से ये घूँघट तो उठा लेने दो
प्यास आँखों की मेरी जान बुझा लेने दो
आज तुम लाज के ज़ेवर को उतारो दिलबर
आग मेंहदी की ज़रा दिल में लगा लेने दो
आज की रात है पहलू में समाने के लिये) -2
आज की रात नहीं रूठ के जाने के लिये
आज की रात

काली ज़ुल्फ़ें मेरे काँधे पे बिखर जाने दो
तीर काजल के मेरे दिल में उतर जाने दो
आज महकी हुई तनहाई यही कहती है
जो मेरे दिल पे गुज़र्ती है, गुज़र जाने दो
(आज की रात है बाँहों में उठाने के लिये) -2
आज की रात नहीं रूठ के जाने के लिये

आज की रात है बस जलवा दिखाने के लिये
आज की रात नहीं, रूठ के जाने के लिये
आज कि रात


 ",Jiyo aur Jeene do,1969,Jaidev,Hasrat Jaipuri,Rafi
"अ: शाम है जाम है और है नशा
    तन भी है, मन भी है पिघला हुआ
म: छाई हैं रंगीनियाँ
    फिर भी हैं बेताबियाँ
अ: क्यूँ धड़कता है दिल
    क्यूँ ये कहता है दिल
    दीवानों को अब तक नहीं है ये पता
कोरस: आज की रात ... होना है क्या ... पाना है क्या ... पाना है क्या (2)


अ: दो घड़ी में ही यहाँ जाने क्या होगा
म: जो हमेशा था मेरा फिर मेरा होगा
अ: कौन किसके दिल में है फ़ैसला होगा
म: फ़ैसला है यही ... जीत होगी मेरी
अ: हो - दीवानों को अब तक नहीं है ये पता
सो: आज की रात ... होना है क्या ... पाना है क्या ... खोना है क्या
कोरस: आज की रात ... होना है क्या ... पाना है क्या ... खोना है क्या


सो: आओ मैं तुमसे कहूँ बात चुपके से
    रंग बदलेगी पल में रात चुपके से
    तुमको ले जाऊँगा फिर साथ चुपके से
म: जाओगे तुम कहाँ ... देखो मैं हूँ यहाँ
अ: दीवानों को अब तक नहीं है ये पता
कोरस: आज की रात ... होना है क्या ... पाना है क्या ... पाना है क्या (2)


 ",Don - The Chase Begins Again,2006,Shankar-Ehsaan-Loy,Javed Akhtar,"Alisha Chinoy, Mahalaxmi, Sonu..."
"ये रात जैसे दुल्हन बन गई है चिरागों से
करुंगा उजाला मैं दिल के दाग़ों से

आज की रात मेरे, दिल की सलामी ले ले
दिल की सलामी ले ले
कल तेरी बज़्म से दीवाना चला जाएगा
शम्मा रहे जाएगी परवाना चला जाएगा

तेरी महफ़िल तेरे जलवे हों मुबारक तुझको
तेरी उल्फ़त से नहीं आज भी इनकार मुझे
तेरा मय-खाना सलामत रहे ऐ जान-ए-वफ़ा
मुस्कुराकर तू ज़रा देख ले इक बार मुझे
फिर तेरे प्यार का मस्ताना चला जाएगा

मैने चाहा कि बता दूँ मैं हक़ीक़त अपनी
तूने लेकिन न मेरा राज़-ए-मुहब्बत समझा
मेरी उलझन मेरे हालात यहाँ तक पहुंचे
तेरी आँखों ने मेरे प्यार को नफ़रत समझा
अब तेरी राह से बेगाना चला जाएगा

तू मेरा साथ न दे राह-ए-मुहब्बत में सनम
चलते-चलते मैं किसी राह पे मुड़ जाऊंगा
कहकशां चांद सितारे तेरे चूमेंगे क़दम
तेरे रस्ते की मैं एक धूल हूँ उड़ जाऊंगा
साथ मेरे मेरा अफ़साना चला जाएगा

 ",Ram Aur Shyam,1967,Naushad,Shakeel,Rafi
"आज की रात मोहब्बत है जवाँ -2
आज की रात
आज की रात मोहब्बत है जवाँ
कोई देखे मेरी दुनिया का समाँ -2
आज की रात
आज की रात मोहब्बत है जवाँ -2
आज की रात

कोई अयेगा यहाँ प्यार की दुनिया ले कर -2
दिल में अरमान तो आँखों में तमन्ना ले कर -2
मुस्करायेगा मोहब्बत का जहाँ -2

आज की रात
आज की रात मोहब्बत है जवाँ -2
आज की रात

जब सुनायेगा मोहब्बत का फ़साना कोई -2
प्यार में डूबा हुआ दिल का तराना कोई -2
दो दिल हो जायेंगे फिर एक यहाँ -2

आज की रात
आज की रात मोहब्बत है जवाँ -2
आज की रात

रात ये प्यार की है इसका सवेरा न हो -2
आज के चाँद की क़िस्मत में अन्धेरा न हो -2
आज की रात रहे यूँ ही जवाँ -2

आज की रात
आज की रात मोहब्बत है जवाँ -2
आज की रात

 ",Aaj Ki Raat,1947,Husnlal-Bhagatram,Rajinder Krishan,Suraiya
"आज की रात ना जा, ना जा, ना जा रे (2क्ष)
आज की रात

बिन तेरे चाँदनी है नदी आग की
तारे धुँधले हैं, फीका है ये चाँद भी
है घुटी ये फ़िज़ा, ना जा रे
आज की रात ना जा, ना जा, ना जा रे 
आज की रात

ये गगन मेरे क़दमों पे झुक जायेगा
रात थम जायेगी तू जो रुक जायेगा
ना सता, हो, ना रुला, ना जा रे
आज की रात ना जा, ना जा, ना जा रे
आज की रात   

 ",(Non-Film),1973,K Mahavir,Abhilash,Lata
" 
आज की रात नहीं शिकवे शिकायत के लिये
आज हर लम्हा हर एक पल है मुहब्बत के लिये
रेशमी सेज है महकी हुई तन्हाई है
आज की रात मुरादों की बारात आई है
आज की रात ...

हर गुनाह आज मुक़द्दस है फ़रिश्तों की तरह
काँपते हाथों को मिल जाने दो रिश्तों की तरह
आज मिलने में न उलझन है न रुसवाई है
आज की रात मुरादों की बारात आई है
आज की रात ...

अपनी ज़ुल्फ़ें मेरे शाने पे बिखर जाने दो
इस हसीं रात को कुछ और निखर जाने दो
सुबह ने आज न आने की क़सम खाई है
आज की रात मुरादों की बारात आई है
आज की रात ...
 
 ",Dharmaputra,1961,N Dutta,Sahir,Mahendra Kapoor
"आज की रात पिया
आज की रात पिया दिल न तोड़ो
मन कि बात पिय मान लो
आज कि रात पिय

दिल की कहानी अपनी ज़ुबानी तुम को सुनाने आयी हूँ
आँखों में लेके सपने सुहाने अपना बनाने आयी हूँ
चोड़के साथ पिया मूँह न मोड़ो
मन की बात पिया मान लो
आज की रात पिया

चन्दा भी देखे तारे भी देखे हमको गगन की ओट से
घायल किया है दिल तुमने मेरा मीठि नज़र की चोट से
थाम के हाथ पिया यूँ न चोड़ो
मन की बात पिया मान लो
आज की रात पिया


 ",Baazi,1951,S D Burman,Sahir,Geeta
" 
आज की रात साज़-ए-दिल-ए-पुरदर्द न छेड़
आज की रात...

क़ौल उलफ़त का जो हँस्ते हुए तरों ने सुना
बन्द कलियों ने सुना मस्त बहारों ने सुना
सब से छुप कर जिसे दो प्रेम के मारों ने सुना
ख़्वाब की बात समझ, उसको हक़ीक़त न बना
आज की रात...

अब हैं अरमानों पे छाए हुए बादिल काले
फूट कर रिसने लगे हैं मेरे दिल के छाले
आँख भर आई छलकने को हैं अब ये प्याले
मुस्कराएंगे मेरे हाल पे दुनियावाले
आज की रात...

बे-बसों पर ये सितिम ख़ूब ज़माने ने किया
खेल खेला था मुहब्बत का उधूरा ही रहा
हाए तक़दीर, के तक़दीर से पूरा न हुआ
ऐसे आनी थी जुदाई मुझे मालूम न था 
आज की रात...


 ",Jugnu,1947,Firoz Nizami,Azir Sarhadi,Noorjehan
"र : ( आज की रात ये कैसी रात कि हमको नींद नहीं आती
 मेरी जाँ आओ बैठो पास कि हमको नींद नहीं आती ) -2
 आज की रात ...

सा : हे ये आज तुम्हें क्या हो गया है
 उफ़ तुम अपने दिल को समझाओ ना
र : मचल उठा ये दिल नादाँ बड़ा ज़िद्दी बड़ी मुश्किल -2
 ख़ुदा को भी मना लूँ मैं मगर माने ना रूठा दिल
 तुम्हीं देखो करो कोई बात कि हमको नींद नहीं आती
 मेरी जाँ आओ बैठो ...

सा : सुनो मेरी एक बात मानोगे
 मानोगे ना
 तुम्हें अंधेरे में नींद नहीं आती तो
 तो लो मैं रोशनी किए देती हूँ
र : अंधेरा है तो रहने दो मुजस्सिम चाँदनी हो तुम -2
 न जाए रोशनी तुमसे कि ऐसी रोशनी हो तुम
 न सीने से हटाओ हाथ कि हमको नींद नहीं आती
 मेरी जाँ आओ बैठो ...

सा : मारूँगी हाँ

 ",Aman,1967,Shankar-Jaikishan,Shailendra,"Rafi, Saira Bano"
"आज कोई है आनेवाल -2
हो आनेवाल
कौन
ये क्यूँ बतलाऊँ हो हो ये क्यूँ बतलाऊँ -2
आज कोई है आनेवाल

जीवन गा रे दिल ये पुकारे
पिया-पिया हो पिया-पिया
पिया-पिया हो पिया-पिया
जीवन गा रे दिल ये पुकारे
पिया-पिया हो पिया-पिया
( सुध-बुध हारे लाज के मारे
मोरा जिया हो मोरा जिया ) -2
हो कागा बोले
कागा बोले मेरे द्वार
मैं देख-देख मुस्काऊँ हो

आज कोई है आनेवाल
हो आनेवाल
कौन
ये क्यूँ बतलाऊँ हो हो ये क्यूँ बतलाऊँ -2
आज कोई है आनेवाल

( ओ आज किसी की आस लगी है
मचल रहा है ख़ुशी से दिल
मचल रहा है ख़ुशी से दिल ) -2
( मन मेरा डोले और ये बोले
पिया से मिल हो पिया से मिल ) -2
हो दुनिया नाचे
दुनिया नाचे संग-संग
मैं झूम-झूम के गाऊँ हो

आज कोई है आनेवाल
हो आनेवाल
कौन
ये क्यूँ बतलाऊँ हो हो ये क्यूँ बतलाऊँ -2
आज कोई है आनेवाल

 ",Shair,1949,Ghulam Mohammad,Shakeel,Suraiya
"आज कोई प्यार से दिल की बातें कह गया, हाय
मैं तो आगे बढ़ गई  पीछे ज़माना रह गया,
हाय राम

चीर कर पत्थर का सीना झूम कर झरना बहा
इस में इक तूफ़ान था सौ करवटें लेता हुआ
आज मौजों की रवानी में किनारा बह गया
हाय, इक किनारा बह गया

उनके होठों पर हँसी, हाय खिल के जब लहरा गई

वो भी कुछ घबरा गए
मैं भी कुछ शरमा गई
वो भी कुछ घबरा गए
और मैं भी कुछ शरमा गई

कुछ नहीं कहते हुए भी कोई सब कुछ कह गया
हाय, कोई सब कुछ कह गया

 ",Sawan Ki Ghata,1966,O P Nayyar,S H Bihari,Asha
"आज कोई नहीं अपना, किसे ग़म ये सुनाएं
तड़प-तड़प कर, यूँ ही घुट-घुट कर
दिल करता है मर जाएं
आज कोई नहीं अपना, किसे ग़म ये सुनाएं

(सुलग-सुलग कर दिन पिघले, दिन पिघले
 आँसुओं में भीगी-भीगी रात ढले)  -2
हर पल बिखरी तनहाइयों में
यादों की शमा मेरे दिल में जले
तुम ही बतला दो हमें
हम क्या जतन करें, ये शमा कैसे बुझाएं
आज कोई नहीं अपना, किसे ग़म ये सुनाएं

(न हमसफ़र कोई न कारवां, न कारवां
 ढूँढें कहाँ तेरे क़दमों के निशां) -2
जब से छूटा साथ हमारा
बन गई साँसें बोझ यहाँ
बिछड़ गए जो तुम
किस लिये माँगें हम, फिर जीने की दुआएं

आज कोई नहीं अपना, किसे ग़म ये सुनाएं
तड़प-तड़प कर, यूँ ही घुट-घुट कर
दिल करता है मर जाएं
आज कोई नहीं अपना, किसे ग़म ये सुनाएं

 ",Agni Pareekshaa,1981,Salil Chowdhury,Yogesh,Lata
"आज क्यों हम से पर्दा है, पर्दा है जी
आज क्यों हम से पर्दा है -3
आज क्यों हम से पर्दा है पर्दा है जी
आज क्यों हम से पर्दा है

तेरा हर रंग हमने देखा है
तेरा हर ढंग हमने देखा है
पास आकर भी तुझको देखा है
दूर जाकर भी तुझको देखा है
तुझको हर तरह आज़माया है
पाके खोया है खोके पाया है
अँखड़ियों का बयाँ समझते हैं
धड़कनों की ज़बाँ समझते हैं
चूड़ियों की खनक से वाक़िफ़ हैं
झाँझनों की झनक से वाक़िफ़ हैं
नाज़-ओ-अंदाज़ जानते हैं हम
तेरा हर राज़ जानते हैं हम - फिर ?
आज क्यों हम से पर्दा है पर्दा है जी
आज क्यों हम से पर्दा है ...

दिल दुखाने से फ़ायदा क्या है
मुँह छुपाने से फ़ायदा क्या है
उलझी-उलझी लटें सँवारके आ
हुस्न को और भी निखारके आ
नर्म गालों में बिजलियाँ लेकर
शोख़ आँखों में तितलियाँ लेकर

 ",Sadhna,1958,N Dutta,Sahir,"Rafi, S Balbir, Chorus"
"(आज मची है धूम
झूम ख़ुशी में झूम)-2
शौक़ भरा दिल नाचे गाये
तू क्यूं हो महरूम
झूम ख़ुशी में झूम

(दिल ने किया है दिल को इशारा
चलेंगे दोनों संग)-2
(कोई न समझे कोई न जाने)-2
(इस दुनिया का  रंग)-2
दिल का  फ़साना या  मैं जानूँ
या उनको मालूम
झूम ख़ुशी में झूम

(आँखों ने इक राज़ बताया
दिल ने कही इक बात)-2
जगमग जगमग रहें  जहाँ में
(काश यही दिन रात)-2
सोई हुई उम्मीदें जागीं
दिल का दामन चूम
झूम ख़ुशी में झूम

 ",Dard,1947,Naushad,Shakeel,Uma Devi
"ल: आज मधोश हुआ जाए रे
    मेरा मन मेरा मन मेरा मन
    बिना ही बात मुस्कुराए रे
    मेरा मन मेरा मन मेरा मन
    ओ री कली सजा तू डोली
    ओ री लहर पहना तू पायल
    ओ री नदी दिखा तू दर्पन
    ओ री किरण उड़ा तू आँचल
    एक जोगन है बनी आज दुल्हन हो ओ
    आओ उड़ जाएं कहीं बनके पवन
    आज मधोश हुआ जाए रे

कि: शरारत करने को ललचाए रे
    मेरा मन मेरा मन मेरा मन
    ऐ, यहाँ हमें ज़माना देखे
ल: तो
कि: आओ चलो कहीं छुप जाएं
ल: अच्छा
कि: यहाँ हमें ज़माना देखे
    आओ चलो कहीं छुप जाएं
    कैसे कहो प्यासे रह जाएं
    तू मेरी मैं हूँ तेरा तेरी क़सम हो ओ

ल: मैं तेरी तू मेरा मेरी क़सम हो ओ
    आज मधोश हुआ जाए रे
    मेरा मन मेरा मन मेरा मन

ल: रोम रोम बहे सुर धारा
    अँग अँग बजे शहनाई
    जीवन सारा मिला एक पल में
    जाने कैसी घड़ी ये आई
    छू लिया आज मैंने सारा गगन हो ओ
    नाचे मन आज मोरा झूम छनन छनन ओ ओ
    आज मधोश हुआ जाए रे
    मेरा मन मेरा मन मेरा मन

कि: शरारत करने को ललचाए रे
ल: बिना ही बात मुस्कुराए रे
कि: मेरा मन
ल: मेरा मन

 ",Sharmeelee,1971,S D Burman,Neeraj,"Kishore, Lata"
"आज मैं जवान हो गई हूँ
गुल से गुलिस्तान हो गई हूँ
ये दिन ये साल ये महिना ओ मिट्ठू मियाँ
भुलेगा मुझ को कभी न
आज मैं ...

डगमगा रहे हैं पाँव ऐसे
चल रही हूँ मैं हवा में जैसे
ज़ुल्फ़ ये बिखर गई है कैसे
मैं तो परेशान हो गई हूँ
आज मैं ...

मैं तो इक क़सम थी टूटी कैसे
जिस ने चैन लूटा नींद लूटी
जिस की बात पर मैं हूँ रूठी
उस पे मेहरबान हो गई हूँ
आज मैं ...


 ",Main Sundar Hoon,1971,Shankar-Jaikishan,Anand Bakshi,Lata
"आज मैं खुश हूँ लो तुम ही बोलो मैं हूँ खुश क्यूं
जल्दी जल्दी बोलो चलो
साथ चल रहे हैं तो इसलिए तुम खुश हो
बात यही है ना कहो
ये क्या बात बोली चलो मारी ताली
ये सच ही कहा अई अई यो अई अई यो हो

कानों की ये बाली लो चूमे मेरे गालों को ऐसे क्यों चूमे कहो
जैसे तुम नाचो वैसे वो भी झूमे नाचे झूम झूम झूमे सुनो
ये क्या बात बोली ...

मुझको ये दुनिया लो दिखती है सारी उलटी ऐसी मुझे दिखती है क्यूं
तू है सीधी सादी तो इसलिए तुझको सुन दुनिया सारी दिखती है यूं
ये क्या बात बोली ...

 ",Grahan,1999,Karthik Raja,Mehboob,nan
"प द नि नि, अह रे वे तार रेवे ता रारा नि
प द नि नि, रिवि तारा रिवि रि रि पा रम

आज मैं ऊपर, आसमाँ नीचे
आज मैं आगे, ज़माना है पीछे
Tell me ओ ख़ुदा
अब मैं क्या करूँ
cअह्लूँ सीधी कि उल्टी चलूँ
आज मैं ऊपर, आसमाँ नीचे ...

यूँ ही बिन बात के, छलके जाये हँसी
डोले जब हवा, लागे गुदगुदी
सम्भालो गिर पड़ूँ
अरे अरे अरे अरे अरे
तौबा क्या करूँ
चलूँ सीधी की उल्टी चलूँ
आज मैं ऊपर ...

आज मैं ऊपर, आसमाँ नीचे
आज मैं आगे, ज़माना है पीछे
Tell me ओ ख़ुदा
अब मैं क्या करूँ
सर के बल या कदम से चलूँ
आज मैं ऊपर ...

झूमें जा मौज में रुकना न जान-ए-जाँ
देखूँ ये तरंग रुकती है कहाँ
मैं भी तेरे संग
इन लहरों पे चलूँ
सर के बल या कदम से चलूँ
आज मैं ऊपर ...


 ",Khaamoshi - The Musical,1996,Jatin-Lalit,Majrooh,"Kavita Krishnamurthy, Kumar Sanu"
"सोनू:
आज मैंने दिल से ...
बादलों से मिलके ...

आज मैंने दिल से बादलों से मिलके
सपनों की बारिश से कलियाँ सजाके
महकी उमंगों से ख़ुशबू चुराके
हल्की-सी बूँदों में
लहरों की गूँजों में
गुम हो जाना रे
(डूब जाना रे, मुझको डूब जाना रे
तेरे पास आना रे, मुझको डूब जाना रे) -2

श्रेया:
(चलते-चलते मैंने यूँही
जाने मेरे दिल से ऐसा क्या कह दिया) -2
क्यूँ ये मौसम भी है लगता अब सुहाना रे
धड़कनें भी साथ मेरे गुनगुनातीं रे, हाँ
ओ हो ओ ओ 
क्यूँ ये मौसम भी है लगता अब सुहाना रे
धड़कनें भी साथ मेरे गुनगुनातीं रे,
आ हा हा हा, ओ हो हो हो, म्म हम्म हम्म
ख़ामोश आहों के सिमटे इरादे
मासूम पलकों पे सपने सजाके
हल्की-सी बूँदों में
लहरों की गूँजों में, ओऽ
गुम हो जाना रे
(डूब जाना रे, मुझको डूब जाना रे
तेरे पास आना रे, मुझको डूब जाना रे) - 2

(स्त्री) कोरस:
ना ना ना ना, ना ना ना ना,  ना ना ना -2

सोनू:
बादलों से दिल का रिश्ता है पुराना रे
है सफ़र अनजान लेकिन आज़माना रे, हाँ
हो ओ ओ ओ
बादलों से दिल का रिश्ता है पुराना रे
है सफ़र अनजान लेकिन आज़माना रे
आ हा हा हा, म्म हम्म हम्म हम्म, ओ हो हो
मैंने न सोचा, न समझा, न चाहा
रुकते क़दम फिर भी ऐसे क्यूँ चाहें
हल्की-सी बूँदों में
लहरों की गूँजों में (एँ)
गुम हो जाना रे
(डूब जाना रे, मुझको डूब जाना रे
तेरे पास आना रे, मुझको डूब जाना रे) - 2

श्रेया:
आज मैंने दिल से बादलों से मिलके
सपनों की बारिश से कलियाँ सजाके
महकी उमंगों से ख़ुशबू चुराके
सोनू:
हल्की-सी बूँदों में
लहरों की गूँजों में, ए हे
गुम हो जाना रे
दोनों:
(डूब जाना रे, मुझको डूब जाना रे
तेरे पास आना रे, मुझको डूब जाना रे) -2

 ","Main, Meri Patni aur Woh",2005,Rajendra Shiv,Rocky Khanna,"Sonu Nigam, Shreya Ghoshal"
"हो आज मज़हब कोई एक ऐसा नया
दोस्तों इस जहां में चलाया जाए
जिसमें इंसान इंसान बनके रहे आ
और गुलशन को गुलशन बनाया जाए
ओ आज मज़हब कोई ...

आ जिससे बढ़कर कोई किताब नहीं
अरे जिसका मिलता कोई जवाब नहीं
उम्र भर चढ़ कर जो नहीं उतरे
वो नशा है मगर शराब नहीं
उसे प्यार ज़माना कहता है
उसका दीवाना रहता है
ये ऐसा है रंगीन नशा
ये जितना चढ़े उतना ही मज़ा
होंठों पे गुलाब यही तो है
आँखों में ख्वाब यही तो है
गालों पे शबाब यही तो है
घूंघट में हिज़ाब यही तो है
होंठों पे गुलाब आँखों में ख्वाब
गालों पे शबाब घूंघट में हिज़ाब
यही तो है यही तो है यही तो है यही तो है
इसको पाया मीरा ने इसको ही गाया कबीरा ने
ओ हर रूह की आवाज़ है ये
सबसे सुंदर साज़ है ये
जिस से रोशन पड़ोसी का आंगन रहे
वो दिया हर घर में जलाया जाए
जिसमें इंसान ...

आ ये छाँव भी है और धूप भी है
रूप भी है और अनूप भी है
ये शबनम भी अंगार भी है
ये मेघ भी है मल्हार भी है
अरे इसमें दुनिया की जवानी है
ये आग के भीतर पानी है
ये रूह का एक सरोवर है
क़तरे में एक समंदर है
शायर का हसीं तसव्वुर है
संगीत का एक स्वयंवर है
ये सबको सब कुछ देता है
और बदले में बदले में बदले में
बस दिल लेता है दिल लेता है
दिल दिल दिल दिल दिल लेता है
इसका जो करम आज हो जाए
तो ये महफ़िल भी जन्नत सी हो जाए
जिसमें इंसान ...

 ",Censor,2001,Jatin-Lalit,Neeraj,"Vinod Rathod, Roop Kumar Ratho..."
"आज मौसम बड़ा बेईमान है
बड़ा बेईमान है, आज मौसम
आने वाला कोई तूफ़ान है
कोई तूफ़ान है, आज मौसम

क्या हुआ है, हुआ कुछ नहीं है
बात क्या है पता कुछ नहीं है
मुझसे कोई ख़ता हो गई तो
इस में मेरी ख़ता कुछ नहीं है
ख़ूबसूरत है तू रुत जवान है
आज मौसम बड़ा बेईमान है

काली-काली घटा दर रही है
ठंडी आहें हवा भर रही है
सबको क्या-क्या गुमान हो रहे हैं
हर कली हम पे शक कर रही है
फूलों का दिल भी कुछ बदगुमान है

ऐ मेरे यार ऐ हुस्न वाले
दिल किया मैंने तेरे हवाले
तेरी मर्ज़ी पे अब बात ठहरी
जीने दे चाहे तू मार डाले
तेरे हाथों में अब मेरी जान है

 ",Loafer,1973,Laxmikant-Pyarelal,Anand Bakshi,Rafi
"अ : तनना तननना तनना
 आज मौसम सलोना-सलोना रे -2
 दिन सलोना रितु सलोनी
 मौसम सलोना रे
अरु, र : मौसम सलोना-सलोना रे
 हाँ सलोना रे
 दिन सलोना रितु सलोनी
 मौसम सलोना रे

अ : चमके चमाचम मेरे सपने -2
 जैसे चाँदी-सोना रे
अरु, र : मौसम सलोना-सलोना रे
 हाँ सलोना रे
 दिन सलोना रितु सलोनी
 मौसम सलोना रे

अ : ( किसका आज सन्देसा आया
 दसों दिशा में आनन्द छाया ) -2
 मेरे मन में छबि किसी की -2
 कर गई जादू-टोना रे
अरु, र : मौसम सलोना-सलोना रे
र : हाँ सलोना रे
अरु : हाँ सलोना रे
अ : हाँ
 दिन सलोना रितु सलोनी
 मौसम सलोना रे

अ : ( मेरे जीवन में जागी दिवाली
 आज हज़ारों दीपक वाली ) -2
 जगमग-जगमग हो गया मेरे
 मन का कोना-कोना रे -2
अरु, र : मौसम सलोना-सलोना रे
 हाँ सलोना रे
 दिन सलोना रितु सलोनी
 मौसम सलोना रे

 चमके चमाचम मेरे सपने -2
 जैसे चाँदी-सोना रे
 आज मौसम सलोना-सलोना रे
 हाँ सलोना रे
 दिन सलोना रितु सलोनी
 मौसम सलोना रे

 ",Jhoola,1941,Saraswati Devi,Pradeep,"Ashok Kumar, Arun Kumar, Rahma..."
